job_ad_id,job_city,job_industry,job_type,job_fed_contractor,job_equal_opp_employer,job_ownership,job_req_any,job_req_communication,job_req_education,job_req_min_experience,job_req_computer,job_req_organization,job_req_school,received_callback,firstname,race,gender,years_college,college_degree,honors,worked_during_school,years_experience,computer_skills,special_skills,volunteer,military,employment_holes,has_email_address,resume_quality
417,Chicago,other_service,secretary,NA,0,unknown,1,0,1,1,1,0,some_college,0,Allison,white,f,4,1,0,1,4,1,0,1,0,0,1,high
418,Chicago,wholesale_and_retail_trade,manager,0,1,public,1,0,0,some,0,0,none_listed,1,Anne,white,f,4,1,1,1,6,0,1,1,0,0,1,high
417,Chicago,other_service,secretary,NA,0,unknown,1,0,1,1,1,0,some_college,0,Keisha,black,f,4,1,0,1,6,1,0,1,0,1,1,high
418,Chicago,wholesale_and_retail_trade,manager,0,1,public,1,0,0,some,0,0,none_listed,1,Latonya,black,f,4,1,0,1,6,0,1,1,0,1,1,high
419,Chicago,wholesale_and_retail_trade,manager,0,0,private,0,0,0,,0,0,none_listed,0,Latonya,black,f,4,1,0,1,6,0,1,1,0,0,1,high
419,Chicago,wholesale_and_retail_trade,manager,0,0,private,0,0,0,,0,0,none_listed,0,Laurie,white,f,4,1,0,1,6,0,1,1,1,0,1,high
420,Chicago,wholesale_and_retail_trade,manager,1,1,public,1,0,0,2,1,0,none_listed,0,Jay,white,m,4,1,1,1,6,0,1,1,0,0,1,high
420,Chicago,wholesale_and_retail_trade,manager,1,1,public,1,0,0,2,1,0,none_listed,0,Lakisha,black,f,4,1,0,1,4,0,0,1,0,0,1,high
421,Chicago,manufacturing,secretary,0,1,public,1,0,0,,1,0,none_listed,0,Anne,white,f,2,0,0,1,23,1,0,1,0,1,0,low
421,Chicago,manufacturing,secretary,0,1,public,1,0,0,,1,0,none_listed,0,Keisha,black,f,4,1,0,1,5,1,0,0,0,1,0,low
421,Chicago,manufacturing,secretary,0,1,public,1,0,0,,1,0,none_listed,0,Kristen,white,f,3,0,0,1,4,1,0,0,0,0,1,high
421,Chicago,manufacturing,secretary,0,1,public,1,0,0,,1,0,none_listed,0,Lakisha,black,f,4,1,1,1,4,1,0,0,0,1,0,high
422,Chicago,manufacturing,supervisor,0,1,private,1,0,0,5,1,0,none_listed,0,Allison,white,f,3,0,0,0,5,1,0,1,0,1,0,high
422,Chicago,manufacturing,supervisor,0,1,private,1,0,0,5,1,0,none_listed,0,Ebony,black,f,3,0,0,1,5,1,0,1,1,0,1,high
422,Chicago,manufacturing,supervisor,0,1,private,1,0,0,5,1,0,none_listed,0,Keisha,black,f,3,0,0,1,5,1,1,0,0,0,0,low
423,Chicago,wholesale_and_retail_trade,manager,0,1,public,1,0,0,some,0,0,none_listed,0,Kristen,white,f,2,0,0,0,1,0,1,1,0,1,0,low
423,Chicago,wholesale_and_retail_trade,manager,0,1,public,1,0,0,some,0,0,none_listed,0,Lakisha,black,f,4,1,0,0,5,0,1,0,0,0,0,low
422,Chicago,manufacturing,supervisor,0,1,private,1,0,0,5,1,0,none_listed,0,Meredith,white,f,4,1,0,1,5,1,0,0,0,1,0,low
425,Chicago,finance_insurance_real_estate,retail_sales,0,0,unknown,1,0,0,some,0,0,none_listed,0,Allison,white,f,4,1,0,0,5,0,0,0,0,0,0,low
424,Chicago,business_and_personal_service,supervisor,0,0,private,1,0,0,5,1,0,none_listed,0,Kristen,white,f,4,1,0,1,8,1,1,0,0,0,1,high
425,Chicago,finance_insurance_real_estate,retail_sales,0,0,unknown,1,0,0,some,0,0,none_listed,0,Lakisha,black,f,2,0,0,0,4,0,1,0,0,0,0,low
424,Chicago,business_and_personal_service,supervisor,0,0,private,1,0,0,5,1,0,none_listed,0,Lakisha,black,f,4,1,0,0,9,1,1,1,0,1,1,high
426,Chicago,wholesale_and_retail_trade,supervisor,NA,0,unknown,1,1,0,some,0,0,none_listed,1,Tanisha,black,f,4,1,1,1,9,1,1,1,0,0,1,high
426,Chicago,wholesale_and_retail_trade,supervisor,NA,0,unknown,1,1,0,some,0,0,none_listed,1,Todd,white,m,3,0,0,1,5,0,1,1,0,1,1,high
428,Chicago,wholesale_and_retail_trade,manager,0,1,private,0,0,0,,0,0,none_listed,0,Aisha,black,f,4,1,0,1,6,0,0,1,0,1,1,high
427,Chicago,wholesale_and_retail_trade,supervisor,0,1,private,1,0,0,8,1,0,none_listed,0,Anne,white,f,3,0,0,1,8,1,0,0,0,0,1,high
427,Chicago,wholesale_and_retail_trade,supervisor,0,1,private,1,0,0,8,1,0,none_listed,0,Jill,white,f,4,1,0,1,9,1,0,0,0,1,0,low
427,Chicago,wholesale_and_retail_trade,supervisor,0,1,private,1,0,0,8,1,0,none_listed,0,Latoya,black,f,4,1,0,1,9,1,1,0,0,0,1,high
428,Chicago,wholesale_and_retail_trade,manager,0,1,private,0,0,0,,0,0,none_listed,0,Neil,white,m,4,1,0,1,5,0,0,1,0,0,1,high
427,Chicago,wholesale_and_retail_trade,supervisor,0,1,private,1,0,0,8,1,0,none_listed,0,Tamika,black,f,4,1,0,0,10,1,0,0,0,1,0,low
429,Chicago,other_service,secretary,NA,0,unknown,1,0,0,some,1,0,none_listed,0,Anne,white,f,4,1,0,1,8,1,0,0,0,0,1,high
430,Chicago,business_and_personal_service,manager,0,0,private,1,0,0,2,0,0,none_listed,0,Geoffrey,white,m,2,0,0,1,6,1,0,1,0,1,1,high
429,Chicago,other_service,secretary,NA,0,unknown,1,0,0,some,1,0,none_listed,0,Latoya,black,f,4,1,0,0,5,1,1,1,0,1,1,high
430,Chicago,business_and_personal_service,manager,0,0,private,1,0,0,2,0,0,none_listed,0,Rasheed,black,m,2,0,0,1,4,0,1,1,0,0,1,high
431,Chicago,manufacturing,supervisor,0,1,private,1,0,1,3,1,0,high_school_grad,0,Aisha,black,f,3,0,0,1,6,1,0,0,0,0,0,low
431,Chicago,manufacturing,supervisor,0,1,private,1,0,1,3,1,0,high_school_grad,0,Allison,white,f,3,0,0,1,4,1,0,1,1,0,1,high
431,Chicago,manufacturing,supervisor,0,1,private,1,0,1,3,1,0,high_school_grad,0,Carrie,white,f,2,0,0,0,6,1,0,0,0,0,0,low
432,Chicago,wholesale_and_retail_trade,manager,NA,0,unknown,1,0,0,2,0,0,none_listed,0,Ebony,black,f,0,0,0,0,4,1,1,0,0,1,0,low
431,Chicago,manufacturing,supervisor,0,1,private,1,0,1,3,1,0,high_school_grad,0,Kenya,black,f,3,0,0,1,5,1,0,1,0,0,1,high
432,Chicago,wholesale_and_retail_trade,manager,NA,0,unknown,1,0,0,2,0,0,none_listed,0,Kristen,white,f,4,1,0,0,4,0,1,0,0,0,0,low
433,Chicago,wholesale_and_retail_trade,manager,0,0,private,0,0,0,,0,0,none_listed,0,Jermaine,black,m,2,0,0,0,6,0,0,0,0,0,0,low
433,Chicago,wholesale_and_retail_trade,manager,0,0,private,0,0,0,,0,0,none_listed,0,Laurie,white,f,2,0,0,0,4,0,1,0,0,0,0,low
434,Chicago,other_service,secretary,0,1,unknown,1,0,0,5,1,0,none_listed,0,Allison,white,f,2,0,0,1,7,1,0,1,0,1,0,low
434,Chicago,other_service,secretary,0,1,unknown,1,0,0,5,1,0,none_listed,0,Kristen,white,f,3,0,0,1,9,1,0,0,0,0,1,high
434,Chicago,other_service,secretary,0,1,unknown,1,0,0,5,1,0,none_listed,0,Lakisha,black,f,4,1,1,0,7,1,0,0,0,1,0,low
434,Chicago,other_service,secretary,0,1,unknown,1,0,0,5,1,0,none_listed,0,Latonya,black,f,3,0,0,0,8,1,0,1,0,1,1,high
435,Chicago,wholesale_and_retail_trade,manager,0,0,private,1,0,0,some,0,0,none_listed,0,Brad,white,m,4,1,0,0,6,1,1,0,0,1,0,low
435,Chicago,wholesale_and_retail_trade,manager,0,0,private,1,0,0,some,0,0,none_listed,0,Leroy,black,m,4,1,0,0,9,1,1,0,0,1,0,low
436,Chicago,finance_insurance_real_estate,secretary,NA,0,unknown,1,0,0,,1,0,none_listed,0,Emily,white,f,3,0,0,0,12,1,0,1,0,1,1,high
436,Chicago,finance_insurance_real_estate,secretary,NA,0,unknown,1,0,0,,1,0,none_listed,0,Latonya,black,f,2,0,0,0,6,1,0,0,0,0,0,low
436,Chicago,finance_insurance_real_estate,secretary,NA,0,unknown,1,0,0,,1,0,none_listed,0,Latoya,black,f,4,1,1,1,5,1,0,0,0,1,1,high
436,Chicago,finance_insurance_real_estate,secretary,NA,0,unknown,1,0,0,,1,0,none_listed,0,Laurie,white,f,4,1,0,0,7,1,0,0,0,1,0,low
438,Chicago,business_and_personal_service,retail_sales,0,0,unknown,1,1,0,,0,0,none_listed,0,Aisha,black,f,4,1,0,0,14,0,0,0,0,0,1,high
437,Chicago,business_and_personal_service,manager,0,0,private,1,0,0,some,1,0,none_listed,0,Allison,white,f,4,1,0,1,12,1,0,0,0,1,0,low
437,Chicago,business_and_personal_service,manager,0,0,private,1,0,0,some,1,0,none_listed,0,Ebony,black,f,4,1,0,0,7,1,1,0,1,1,1,high
438,Chicago,business_and_personal_service,retail_sales,0,0,unknown,1,1,0,,0,0,none_listed,0,Jermaine,black,m,3,0,0,0,3,0,1,0,0,1,0,low
438,Chicago,business_and_personal_service,retail_sales,0,0,unknown,1,1,0,,0,0,none_listed,0,Kristen,white,f,2,0,0,0,1,0,1,0,0,0,0,low
437,Chicago,business_and_personal_service,manager,0,0,private,1,0,0,some,1,0,none_listed,0,Latonya,black,f,4,1,1,0,5,1,0,0,0,1,0,low
437,Chicago,business_and_personal_service,manager,0,0,private,1,0,0,some,1,0,none_listed,0,Laurie,white,f,4,1,0,1,21,1,0,0,0,1,1,high
438,Chicago,business_and_personal_service,retail_sales,0,0,unknown,1,1,0,,0,0,none_listed,0,Laurie,white,f,4,1,0,0,2,1,1,0,0,1,1,high
439,Chicago,manufacturing,clerical,NA,0,private,1,0,0,,1,0,none_listed,0,Anne,white,f,4,1,0,0,7,1,0,0,0,1,0,low
440,Chicago,business_and_personal_service,sales_rep,0,1,unknown,0,0,0,,0,0,none_listed,1,Brendan,white,m,4,1,0,0,10,1,0,0,0,1,1,high
440,Chicago,business_and_personal_service,sales_rep,0,1,unknown,0,0,0,,0,0,none_listed,0,Kareem,black,m,4,1,0,0,10,0,1,0,0,1,1,high
439,Chicago,manufacturing,clerical,NA,0,private,1,0,0,,1,0,none_listed,0,Keisha,black,f,3,0,0,0,7,1,0,1,0,1,1,high
440,Chicago,business_and_personal_service,sales_rep,0,1,unknown,0,0,0,,0,0,none_listed,1,Matthew,white,m,4,1,0,0,6,1,1,0,1,1,0,low
439,Chicago,manufacturing,clerical,NA,0,private,1,0,0,,1,0,none_listed,0,Meredith,white,f,4,1,1,1,6,1,0,0,0,1,1,high
439,Chicago,manufacturing,clerical,NA,0,private,1,0,0,,1,0,none_listed,0,Tanisha,black,f,2,0,0,0,6,1,0,0,0,0,0,low
440,Chicago,business_and_personal_service,sales_rep,0,1,unknown,0,0,0,,0,0,none_listed,1,Tanisha,black,f,3,0,0,1,11,1,1,0,0,1,0,low
125,Boston,business_and_personal_service,manager,0,1,private,1,0,0,3,0,0,none_listed,0,Aisha,black,f,4,1,0,1,14,1,1,1,0,0,0,high
