,balance,income,default_Yes,student_Yes
90,1332.7825635257136,44495.16276290536,0.0,0.0
91,1404.3830694521523,35043.106028674214,0.0,0.0
92,1148.96513915926,16578.192118472885,0.0,1.0
93,368.2234257205449,57596.825843193525,0.0,0.0
94,449.4666287692729,45950.66672386865,0.0,0.0
95,820.0171125784229,51584.6573183834,0.0,0.0
96,619.7518685755929,15750.62208342225,0.0,1.0
97,1047.718124009614,46416.970994241936,0.0,0.0
98,243.84132832575975,47193.88813097064,0.0,0.0
99,186.50038693149477,45430.5502710943,0.0,0.0
100,1422.0184875757648,38224.03152149716,0.0,0.0
101,383.7986590056735,61425.28638811401,0.0,0.0
102,1159.435096088591,45802.10493869089,0.0,0.0
103,882.9919125518502,17181.737966381832,0.0,0.0
104,1463.232891610859,65457.85418758239,0.0,0.0
105,1722.3558462831463,19311.42294080441,0.0,1.0
106,773.9218612577349,14558.91213838347,0.0,1.0
107,958.1694184689882,32816.28479564153,0.0,0.0
108,1207.532730149514,68037.57512617772,0.0,0.0
109,1056.6108304962984,30546.60103437739,0.0,0.0
110,117.64248393177628,46550.26727059632,0.0,0.0
111,596.9641192370044,58088.36045126493,0.0,0.0
112,0.0,47729.62575819714,0.0,0.0
113,541.662755324457,16335.703440602125,0.0,1.0
114,1119.1783034180555,45020.01912170133,0.0,0.0
115,810.3209364698351,20498.66581411005,0.0,1.0
116,271.5514377470097,32850.12014480788,0.0,0.0
117,1114.4032365042754,47714.0221084582,0.0,0.0
118,867.0308280535645,33540.97998481107,0.0,0.0
119,1176.7894016771984,17632.712103849048,0.0,1.0
120,610.2278186613985,42465.36296406835,0.0,0.0
121,272.6156617155352,55449.338640640206,0.0,0.0
122,449.7350858368591,49643.42644166768,0.0,0.0
123,827.7672094003244,10673.526225392208,0.0,1.0
124,430.0000994499006,33925.21959767417,0.0,0.0
125,0.0,31825.76497192149,0.0,0.0
126,1557.3446366822814,18404.594189222036,0.0,1.0
127,928.236966261476,33722.158941567664,0.0,0.0
128,1373.4501632892882,49101.798214189694,0.0,0.0
129,951.0729074999844,18601.533237494372,0.0,1.0
130,1292.210868505424,23065.850975377016,0.0,1.0
131,582.1887007065551,24760.795733056395,0.0,0.0
132,339.42463828091275,19307.98029024997,0.0,1.0
133,409.98232460876574,44641.09011839597,0.0,0.0
134,1216.4515095543345,53639.846827384325,0.0,0.0
135,598.4613921235853,44124.26811464359,0.0,0.0
136,1486.99812160021,17854.39702807307,1.0,1.0
137,943.7963387137617,59976.83986764444,0.0,0.0
138,0.0,49525.745020849405,0.0,0.0
139,996.2760867665916,20883.240767623756,0.0,1.0
140,748.3013403612553,11248.670752734824,0.0,1.0
141,324.7379217820321,15411.51856729428,0.0,0.0
142,575.382158489508,16005.681319005704,0.0,1.0
143,441.7382849262531,36012.23589645537,0.0,0.0
144,1188.6421795529354,39526.561265264565,0.0,0.0
145,95.14768019040548,51371.19991475976,0.0,0.0
146,1015.6148374840176,43218.794375242986,0.0,0.0
147,1258.5673927256744,44931.67491774615,0.0,0.0
148,1178.2444135284588,7750.2892205592125,0.0,1.0
149,731.5326562544071,43956.06008397284,0.0,0.0
150,350.0887921398716,44455.19951503564,0.0,0.0
151,418.8483454338367,36901.78332812022,0.0,0.0
152,533.2294651813738,39393.54247727477,0.0,0.0
153,95.296974128368,32359.389028428603,0.0,0.0
154,1453.0059320730254,15933.00211098192,0.0,1.0
155,352.6444140314647,39404.74436647615,0.0,0.0
156,736.2389354625,14107.993965337568,0.0,1.0
157,1306.4845722752016,41224.62502424323,0.0,0.0
158,1149.145627178988,45194.79466207844,0.0,0.0
159,703.2268907215383,57679.27914251794,0.0,0.0
160,1360.8004354123805,18864.308488667928,0.0,1.0
161,31.445080544732832,53287.350301314895,0.0,0.0
162,988.2144580693856,48570.363456632746,0.0,0.0
163,360.01907358436284,23927.5466133912,0.0,0.0
164,647.4835286192732,33226.27754467848,0.0,0.0
165,0.0,9816.789437557558,0.0,1.0
166,445.2418192163041,31974.62450689777,0.0,0.0
167,878.5420645010408,17496.741482195568,0.0,1.0
168,335.83411857617216,21759.8702696952,0.0,1.0
169,666.6088814343364,30438.468826626668,0.0,0.0
170,813.8766470198643,40737.459776609794,0.0,0.0
171,836.3000716231913,54607.178739543815,0.0,0.0
172,967.4826836817796,33055.110272329846,0.0,0.0
173,2205.7995211482867,14271.492252975982,1.0,1.0
174,1258.1852191443056,11672.222003339655,0.0,1.0
175,1239.8016990845526,40107.17221042309,0.0,0.0
176,0.0,13760.29845568733,0.0,1.0
177,927.8877322636066,22473.379610953696,0.0,1.0
178,1390.0307825189202,21299.099226533537,0.0,1.0
179,410.497704767954,53471.21363032554,0.0,0.0
180,73.07654218465666,30681.737535146785,0.0,0.0
181,790.5977592473703,45303.1033141261,0.0,0.0
182,789.4950969838203,32579.90020594738,0.0,0.0
183,791.3604220787432,46319.23611908537,0.0,0.0
184,479.0423789903558,37255.88033428042,0.0,0.0
185,888.6132725502116,28899.791751363664,0.0,0.0
186,1284.386360506357,42831.95461939973,0.0,0.0
187,712.2763512802746,23341.950230243223,0.0,1.0
188,1290.6201686492095,18408.04908196085,0.0,1.0
189,126.36268539905676,44280.92978856536,0.0,0.0
190,779.3762576956508,61158.8851121863,0.0,0.0
191,697.490957463777,49476.75959928104,0.0,0.0
192,606.9746135483059,43610.03301733712,0.0,0.0
193,1802.903333557395,21411.42394902492,0.0,1.0
194,900.0853325974986,41276.56318949867,0.0,0.0
195,966.280287968092,33440.979299777464,0.0,0.0
196,671.0613596391643,35689.11187391076,0.0,0.0
197,171.5591159598556,23505.992771323195,0.0,0.0
198,1482.4803000631516,45260.61159778482,0.0,0.0
199,640.6627517324735,46464.56593227619,0.0,0.0
200,706.1610275419855,18078.351792172925,0.0,1.0
201,1774.6942230577552,20359.506085567093,1.0,1.0
202,916.49931692309,25768.407446721325,0.0,0.0
203,1271.2708123604025,36053.50295030609,0.0,0.0
204,110.57290981198253,47339.1087511931,0.0,0.0
205,1747.258881529589,37819.2890860198,0.0,0.0
206,1889.599189763037,48956.17158856812,1.0,0.0
207,27.201394650576503,21051.840125970084,0.0,0.0
208,746.2297750573914,35159.85022887879,0.0,0.0
209,1899.3906258472011,20655.20000326244,1.0,1.0
210,813.9945655253488,20391.528948171275,0.0,1.0
211,499.4578150946361,38899.16046100955,0.0,0.0
212,853.1613316608602,36272.45178359106,0.0,0.0
213,474.7273190882879,32064.335105797443,0.0,0.0
214,1235.8761134541733,35838.77701535878,0.0,0.0
215,620.675152595598,44213.77010126196,0.0,0.0
216,220.02856976493445,37880.029647159696,0.0,0.0
217,1304.914299318287,18074.07541520214,0.0,1.0
218,1608.1525598433504,22358.046702011103,0.0,1.0
219,256.47122755981536,37657.05591679985,0.0,0.0
220,1153.6049981538351,19224.975229841857,0.0,1.0
221,771.8958745085192,31170.085283676643,0.0,0.0
222,1099.6304221772843,17064.042827958365,0.0,1.0
223,782.8830296639054,40357.13342660188,0.0,0.0
224,444.2649061752725,35924.33879292745,0.0,0.0
225,504.0283787380297,24780.961236920502,0.0,0.0
226,1762.5034019881573,42124.66006739344,0.0,0.0
227,850.0961165964607,18618.987907501854,0.0,1.0
228,1412.238721303172,40785.05976942116,0.0,0.0
229,715.4968295886694,47482.56537673048,0.0,0.0
230,1363.528599421329,55713.04160791288,0.0,0.0
231,493.24188979938685,42495.203084066256,0.0,0.0
232,1354.752537203579,33375.13169037777,0.0,0.0
233,571.293911015155,15416.269354685775,0.0,1.0
234,956.1513521834504,44086.70773423138,0.0,0.0
235,964.8202529853808,34390.74603505664,0.0,0.0
236,552.6343660246578,50513.16423843472,0.0,0.0
237,338.2662016470924,37767.23986289297,0.0,0.0
238,709.1233513562157,44041.6300941084,0.0,0.0
239,978.9782004104584,57839.05373437361,0.0,0.0
240,371.01012781754207,15702.707083035895,0.0,0.0
241,1572.856480823635,14930.1783306833,1.0,1.0
242,0.0,40150.217981059,0.0,0.0
243,1964.476872252755,39054.58914431385,1.0,0.0
244,548.0377834424876,33605.64946865721,0.0,0.0
245,1257.0552216859442,34045.00882472422,0.0,0.0
246,1189.9180569741936,38016.89390285781,0.0,0.0
247,687.6837590148731,39373.579746241485,0.0,0.0
248,845.6989658385336,39899.51268083934,0.0,0.0
249,957.68483377014,19676.34564917226,0.0,1.0
250,233.5168462670509,43326.10537939902,0.0,0.0
251,1126.9487439212303,14298.264568672894,0.0,1.0
252,488.855176548209,15159.494847533668,0.0,1.0
253,767.9035597804951,44323.57966380064,0.0,0.0
254,561.9257991243951,31388.50564541621,0.0,0.0
255,1092.2700127724645,17454.601839530813,0.0,1.0
256,71.78868300358238,31965.7447145836,0.0,0.0
257,1839.1436819622168,13625.397930366536,0.0,1.0
258,876.0007779067457,22474.57408982362,0.0,1.0
259,554.1078115355915,30357.025977162517,0.0,0.0
260,891.317898050276,43945.04165414087,0.0,0.0
261,464.83633309580193,27324.899687072862,0.0,0.0
262,563.5426611001624,24082.03934410308,0.0,1.0
263,1530.3531571461249,30003.81715111585,1.0,0.0
264,990.5670261862948,41690.25262255887,0.0,0.0
265,590.3997864987623,42769.2038801219,0.0,0.0
266,715.1641095742787,21153.51100817156,0.0,1.0
267,1540.3777266777115,41852.07843582381,0.0,0.0
268,1243.3265184082825,41639.68038163342,0.0,0.0
269,235.32849990887556,20909.704753809627,0.0,1.0
270,528.2543231704268,49394.340774525976,0.0,0.0
271,592.2538956228802,30731.20160312904,0.0,0.0
272,705.2049719862391,42683.18724328602,0.0,0.0
273,456.5156439906074,48195.77583707535,0.0,0.0
274,470.7175746528061,18052.10499909831,0.0,1.0
275,1503.0751298552411,10600.413540323476,0.0,1.0
276,1362.9655954038265,44217.916035229086,0.0,0.0
277,908.7715736879398,45032.845985115215,0.0,0.0
278,1096.8202721451462,16148.060006606363,0.0,1.0
279,369.2219424756529,47835.09104531416,0.0,0.0
280,673.3998990463482,50256.29021187211,0.0,0.0
281,1038.500007521527,51173.14137637735,0.0,0.0
282,0.0,28762.923779748427,0.0,0.0
283,527.1940865733084,32431.118259603863,0.0,0.0
284,817.4693368161046,32974.42735243067,0.0,0.0
285,1549.042754517424,19702.293205826,0.0,1.0
286,566.7137893516307,11853.953166818152,0.0,1.0
287,1496.056464875905,24935.918742096157,0.0,0.0
288,862.6566564166505,42844.8340023417,0.0,0.0
289,1259.1494178925675,31263.641081672,0.0,0.0
290,1025.0388330316234,43510.04963785756,0.0,0.0
291,703.2777871027372,14793.74267668931,0.0,1.0
292,1082.3914973458864,15175.361214921595,0.0,1.0
293,910.4490235336276,44054.91642326956,0.0,0.0
294,996.5438621607958,16995.66040494806,0.0,1.0
295,353.77822600897343,58514.31807647715,0.0,0.0
296,782.7108275006302,13300.29746834382,0.0,1.0
297,1716.5954182442392,51056.86828679774,0.0,0.0
298,502.898638357521,15153.965762644955,0.0,1.0
299,1033.4684685052316,59203.96766302709,0.0,0.0
300,0.0,34925.36541010076,0.0,0.0
301,1087.083499368333,19263.76958170237,0.0,1.0
302,1047.2442488139354,43899.75924511933,0.0,0.0
303,1056.9273525241056,38367.86794652642,0.0,0.0
304,979.2244246328618,26010.887803166646,0.0,1.0
305,847.8187062530681,15978.633625650958,0.0,1.0
306,781.7712847630601,50958.79051357079,0.0,0.0
307,402.4888868259524,15904.05592080874,0.0,1.0
308,204.7401817145775,17534.290539274214,0.0,0.0
309,2022.6746432422703,18336.74316844996,0.0,1.0
310,748.937063784024,44186.617760263776,0.0,0.0
311,838.2756877524191,35917.49061023885,0.0,0.0
312,386.01604929084647,44694.030957029325,0.0,0.0
313,812.3992965256474,49623.10098209136,0.0,0.0
314,1809.9265643935928,6985.135945395394,0.0,1.0
315,0.0,30360.54894381945,0.0,0.0
316,1328.1838041190736,24688.473720933674,0.0,1.0
317,1464.9360488269904,26716.686374682547,0.0,1.0
318,1200.5651376473854,39718.692656960215,0.0,0.0
319,989.6864199644284,27856.57706066958,0.0,0.0
320,870.7345799257752,35539.27021583042,0.0,0.0
321,1200.8473900159438,19849.8314129485,0.0,1.0
322,1428.8320473614117,23204.681461038574,0.0,1.0
323,0.0,33951.288725924365,0.0,0.0
324,359.45886653759715,21783.26949133573,0.0,1.0
325,265.68394978665486,40862.75400562566,0.0,0.0
326,1027.7705316920103,44406.836914340034,0.0,0.0
327,729.0474334976183,35042.13299699772,0.0,0.0
328,1042.8049199138914,25867.14771688444,0.0,0.0
329,230.23058789876723,37875.61482314304,0.0,0.0
330,367.4660121832011,30611.27227068968,0.0,0.0
331,737.70535394131,20863.79966869985,0.0,1.0
332,18.26128536354452,30349.46042293501,0.0,0.0
333,1257.760208891914,30834.771368273647,0.0,0.0
334,455.5215132063035,40907.39835376524,0.0,0.0
335,56.967560350470535,35458.48156142067,0.0,0.0
336,723.9319852997224,12213.037136841183,0.0,1.0
337,612.3831576774427,41379.76780826063,0.0,0.0
338,1220.1776056907022,15308.127071260658,0.0,1.0
339,1222.3476917140724,32363.371050584672,0.0,0.0
340,1165.4911381469558,47684.21944974888,0.0,0.0
341,1642.819996638255,46856.94703909203,1.0,0.0
342,944.1735600177813,56088.68379950413,0.0,0.0
343,749.6080039006731,41423.941173178646,0.0,0.0
344,370.3751867776664,31231.007837151417,0.0,0.0
345,1991.6491201129943,42133.3731759574,1.0,0.0
346,773.9152265768554,44562.33811693423,0.0,0.0
347,817.2498112623944,20480.88705606,0.0,1.0
348,1060.716219676658,50260.46436591689,0.0,0.0
349,1550.4492644131492,56273.51360836382,1.0,0.0
350,454.46696221293655,15092.439307714012,0.0,1.0
351,1256.2393254151332,17784.55894375222,0.0,1.0
352,1484.3953929752352,36731.30869490294,0.0,0.0
353,1050.4773279325136,12661.611630991163,0.0,1.0
354,986.40061892638,45430.47220894232,0.0,0.0
355,717.3419269516882,44266.37654017923,0.0,0.0
356,692.1432226815818,47038.09031969413,0.0,0.0
357,1328.89272521776,34710.062365710684,1.0,0.0
358,673.4681910560811,32930.069361280395,0.0,0.0
359,218.63929704308785,48991.39537933422,0.0,0.0
360,1218.166965823737,43954.27748569757,0.0,0.0
361,13.516802550350915,19322.54502705241,0.0,1.0
362,531.478699850065,21726.55897262401,0.0,1.0
363,165.53815169522989,33436.45573774114,0.0,0.0
364,1351.8497223330232,25890.50398849984,0.0,1.0
365,107.28208304961696,54143.96274981652,0.0,0.0
366,947.193571380436,35604.11719278096,0.0,0.0
367,434.5602592261246,14812.64524037667,0.0,1.0
368,1020.0672404886428,37458.87924924815,0.0,0.0
369,662.3053180223241,31597.897616562404,0.0,0.0
370,754.4206129209641,20767.683020261597,0.0,1.0
371,289.4895756933645,44412.89510330739,0.0,0.0
372,198.0384092297005,36270.93812022137,0.0,0.0
373,516.0604916765751,16615.021962760668,0.0,1.0
374,697.5638089897906,41755.3981466578,0.0,0.0
375,502.32478346777873,16947.422934655202,0.0,1.0
376,1459.6870830451578,15575.41923337798,0.0,1.0
377,716.9987226892947,34418.26022284906,0.0,0.0
378,1037.9727050178165,18324.030056890475,0.0,1.0
379,673.0161171960983,29735.961597091133,0.0,0.0
380,371.9217847012516,41099.77244181936,0.0,0.0
381,89.13495795722281,55604.607531539645,0.0,0.0
382,1273.2801810591202,40895.282770324135,0.0,0.0
383,600.723302967373,18680.516769028018,0.0,0.0
384,905.0381646367896,40711.79889824714,0.0,0.0
385,1061.441562144476,54437.010317302695,0.0,0.0
386,1672.6392483047675,46334.78776334413,0.0,0.0
387,883.7026456003246,19750.0940028726,0.0,1.0
388,373.7803300040063,53936.24177699443,0.0,0.0
389,1287.79518693788,52382.6647043692,0.0,0.0
390,1229.7425714789572,48739.92739065261,0.0,0.0
391,510.6138469543215,22457.051747513786,0.0,1.0
392,775.6301687168121,27205.857393882303,0.0,0.0
393,1152.982886886566,50206.57693415914,0.0,0.0
394,1303.662589701675,7986.000335834524,0.0,1.0
395,1675.278851732068,28244.50347508676,0.0,0.0
396,398.2777330446325,30001.795060290584,0.0,0.0
397,739.9017593967977,25023.873856412232,0.0,1.0
398,226.41769651402285,32018.713630514943,0.0,0.0
399,1217.3217121341856,25173.61960804912,0.0,0.0
400,639.8205582492084,29902.001986779247,0.0,0.0
401,883.1669768803265,12717.492231299151,0.0,1.0
402,2.2876109529973974,38186.524272791474,0.0,0.0
403,419.6373476658685,55967.99316726527,0.0,0.0
404,1544.140249868313,11102.534743730852,0.0,1.0
405,1101.0150179519908,32153.01359267013,0.0,0.0
406,1700.5999134865815,30488.98341045651,1.0,0.0
407,311.82458686811003,48301.05966010459,0.0,0.0
408,442.8302222526753,55074.13082900015,0.0,0.0
409,728.8149600612097,17909.581071592707,0.0,0.0
410,278.87790252013656,37188.66836508461,0.0,0.0
411,758.7023275344906,36625.98955233943,0.0,0.0
412,620.3396794393711,22803.74103383964,0.0,0.0
413,1890.167411475292,18402.464884595596,0.0,1.0
414,0.0,28951.451895157195,0.0,0.0
415,1329.1988422159416,23184.015548533567,0.0,1.0
416,1075.8637723747563,44128.62825640368,0.0,0.0
417,618.5275092228185,54956.99054466208,0.0,0.0
418,1111.0865758202006,27466.89368200655,0.0,0.0
419,864.0397435185412,45881.93020563074,0.0,0.0
420,895.2298096146186,48512.45564117585,0.0,0.0
421,954.0304336886076,21908.52715624359,0.0,1.0
422,947.6349327408964,46813.51630809571,0.0,0.0
423,267.3037277440134,23117.92867337824,0.0,0.0
424,1366.805783228705,23913.208801308298,0.0,1.0
425,624.7318835092829,38325.17375536383,0.0,0.0
426,13.679382669679969,25221.63766877929,0.0,0.0
427,785.8664856500989,44778.01577567662,0.0,0.0
428,1353.093845695047,18933.49619497017,0.0,1.0
429,480.3212639148299,25553.2628515188,0.0,0.0
430,0.0,29507.313246921756,0.0,0.0
431,1221.971242905945,17916.856089488778,0.0,1.0
432,1184.9365230234434,25108.75671181296,0.0,1.0
433,478.5720556048159,27512.344899758355,0.0,1.0
434,221.6904618933552,34786.101351558114,0.0,0.0
435,578.3876216876685,41054.13866192769,0.0,0.0
436,1361.4584324067198,19576.957131991923,0.0,1.0
437,977.8480956027868,19731.960989718835,0.0,1.0
438,1184.4252448815323,36887.43996685497,0.0,0.0
439,1118.70103943078,21848.442900006263,1.0,1.0
440,1119.09724476071,37224.567813512906,1.0,0.0
441,776.3499793073664,31329.484850622463,0.0,0.0
442,1322.2970910843565,51792.40236870883,0.0,0.0
443,878.0264575919464,27438.585115052003,0.0,0.0
444,1268.379514677268,16921.1808790391,0.0,0.0
445,0.0,32611.373069262485,0.0,0.0
446,0.0,37262.57409381712,0.0,0.0
447,366.7869573140633,25833.063098974948,0.0,1.0
448,747.5610363778748,39898.76908589119,0.0,0.0
449,1787.285143725995,37499.093547967655,0.0,0.0
450,1929.4469802584545,14995.49216849014,0.0,1.0
451,987.1428909570204,27961.31960853385,0.0,0.0
452,856.3573684205214,20758.214689172462,0.0,1.0
453,1101.1497070940493,18153.84431659453,0.0,0.0
454,704.184519980701,31515.981678805416,0.0,0.0
455,555.6234366760525,40837.73163608489,0.0,0.0
456,1073.498260598436,44764.11054762013,0.0,0.0
457,1126.223023012701,32842.65237196029,0.0,0.0
458,649.7733185642137,15708.296381202716,0.0,1.0
459,977.6576209972984,43743.496729848506,0.0,0.0
460,1049.8899642061265,42637.51106382786,0.0,0.0
461,1383.5663330639009,15764.34587592697,0.0,1.0
462,1095.4657395796107,14065.167568003832,0.0,1.0
463,1089.3717909992006,30224.59613046218,0.0,0.0
464,605.2209683061436,21792.321519971665,0.0,0.0
465,1033.8853990166472,49262.04532922572,0.0,0.0
466,1604.7205537547804,38186.98506953929,0.0,0.0
467,826.3270259393122,24679.715044051987,0.0,0.0
468,1176.1468232850416,16670.68078627677,0.0,1.0
469,1275.0231993873683,19937.098033740403,0.0,1.0
470,1290.2831400564396,23538.944142291275,0.0,1.0
471,1133.4741993193252,51414.49595587523,0.0,0.0
472,837.412566855277,37400.49288456245,0.0,0.0
473,379.0821666884145,18280.36703380052,0.0,1.0
474,1134.1662784980294,12453.3635924034,0.0,1.0
475,0.0,39120.08478989871,0.0,0.0
476,1491.1748028047382,59394.3830781267,0.0,0.0
477,1695.3595856563377,9582.941897122117,0.0,1.0
478,705.5733276387198,54589.23986840941,0.0,0.0
479,239.19336626567645,33743.22655248856,0.0,0.0
480,1183.7106414277837,12428.614513924533,0.0,1.0
481,898.7618389120645,38267.08157840996,0.0,0.0
482,1524.290400449339,11719.593479098532,0.0,1.0
483,777.0237374180375,35115.01855127982,0.0,0.0
484,1394.7958191952755,26074.9343643672,0.0,0.0
485,0.0,20476.15572453062,0.0,1.0
486,62.57157516018265,47946.76709381548,0.0,0.0
487,1981.4518153843592,28127.89547331264,1.0,0.0
488,514.0540347778252,50053.26192580099,0.0,0.0
489,722.788038958828,53714.18606515201,0.0,0.0
490,152.86630415659215,33716.86406080005,0.0,0.0
491,293.1847728536383,35390.28759671216,0.0,0.0
492,0.0,38613.62049653076,0.0,0.0
493,645.3668572291302,17878.364311447716,0.0,1.0
494,1515.1528330504466,26046.77208310968,0.0,1.0
495,767.439505481761,18846.489221233776,0.0,1.0
496,491.8797470534143,21715.226298099045,0.0,1.0
497,0.0,41389.43527223275,0.0,0.0
498,0.0,34589.48806018786,0.0,0.0
499,509.155164105994,40132.65920719425,0.0,0.0
500,965.5873700854856,16440.0996975194,0.0,1.0
501,1868.5400723074715,20489.59810776266,0.0,1.0
502,403.49720580419,41803.77816257188,0.0,0.0
503,593.1436250687598,37670.93502419249,0.0,0.0
504,0.0,44547.8655465918,0.0,0.0
505,742.2900158844506,39367.19330813032,0.0,0.0
506,1110.100456531919,13013.610567213607,0.0,1.0
507,771.5512952978195,49440.40129446855,0.0,0.0
508,624.3388914975832,42492.75306869585,0.0,0.0
509,499.957229779348,22884.952565322244,0.0,1.0
510,1088.637520373439,60650.03613231754,0.0,0.0
511,1556.4919279676808,49669.66887316815,0.0,0.0
512,797.0843357314081,23558.68308236622,0.0,1.0
513,415.9925025978599,38215.67804299025,0.0,0.0
514,538.2326811660021,26833.03962978281,0.0,1.0
515,1181.9347023996263,21086.082007942903,0.0,1.0
516,836.0206886270745,9271.789924231063,0.0,1.0
517,104.44321507779182,46928.00549117124,0.0,0.0
518,564.2094785779445,53196.62301942213,0.0,0.0
519,804.5394021546798,25091.46076625065,0.0,1.0
520,1028.9536402332665,21218.30351994525,0.0,0.0
521,748.7465836676595,8983.856901771938,0.0,0.0
522,66.63208073499118,28735.97411494124,0.0,0.0
523,452.802228898258,48034.237712597416,0.0,0.0
524,798.4605101136667,27724.06575285085,0.0,1.0
525,1941.9029281416767,23467.126966093976,0.0,1.0
526,1446.1010119151497,22996.432302065325,0.0,0.0
527,761.0640982905187,61580.034125346014,0.0,0.0
528,1350.1727283574846,43147.45558379221,0.0,0.0
529,380.95020055996144,36943.36199406074,0.0,0.0
530,1602.8496070939511,15906.466797438983,0.0,1.0
531,147.61011548848035,37588.56260992517,0.0,0.0
532,0.0,36283.08012710539,0.0,0.0
533,733.0725123763355,18818.16738209646,0.0,1.0
534,1082.7479762680405,26096.33703393481,0.0,1.0
535,779.6573003104764,40804.47570337459,0.0,0.0
536,994.158712170624,65254.07579615041,0.0,0.0
537,769.1813741288856,50070.78154616831,0.0,0.0
